user_id,age_group,gender,country,device_type,signup_source,signup_date,trial_end_date,subscription_date,cancellation_date,last_active_date,is_premium,free_trial_used,cancelled_subscription,subscription_plan,monthly_cost,payment_method,daily_listening_mins,skip_rate,repeat_play_count,playlist_count
U00675,25-34,,US,desktop,social_media,2023-01-30,,2023-09-03,2025-02-15,2024-09-30,1,0,1,individual,9.99,card,21.0,,37.0,10.0
U01953,18-24,M,Germany,mobile,,2022-01-02,,2022-03-11,,2024-03-30,1,0,0,individual,9.99,google_pay,121.0,0.07,50.0,
U00323,45-54,M,UK,mobile,organic,2021-02-11,,2022-01-30,2023-05-21,2023-10-11,1,0,1,student,4.99,google_pay,118.0,0.94,96.0,11.0
U01787,35-44,Prefer not to say,Germany,mobile,referral,2021-03-30,2022-01-01,2022-02-28,2023-06-30,2024-09-11,1,1,1,individual,9.99,card,136.0,0.77,20.0,49.0
U00267,25-34,Prefer not to say,Australia,mobile,ad,2021-03-30,2021-04-25,2021-08-17,,2024-02-15,1,1,0,family,15.99,paypal,143.0,0.23,,49.0
U01134,18-24,F,France,,social_media,2023-10-30,2023-11-21,,,2024-03-29,0,1,0,free,0.0,,,0.89,71.0,10.0
U01481,45-54,Prefer not to say,Germany,mobile,ad,2022-07-29,,2022-11-05,,2024-11-20,1,0,0,individual,9.99,paypal,102.0,0.34,,29.0
U01840,45-54,Prefer not to say,US,mobile,,2021-03-30,2021-12-08,2022-04-05,,2024-05-10,1,1,0,student,4.99,google_pay,80.0,0.58,42.0,41.0
U00068,25-34,Other,UK,mobile,ad,2022-03-30,,2022-12-26,,2024-06-09,1,0,0,individual,9.99,,47.0,0.15,54.0,50.0
U01010,18-24,Other,UK,mobile,,2022-10-07,2022-03-30,2023-01-02,2024-02-29,2024-03-30,1,1,1,student,4.99,paypal,43.0,0.74,35.0,17.0
U01765,18-24,Other,,smart_tv,,2021-10-30,2021-11-04,,,2024-08-15,0,1,0,free,0.0,,77.0,0.66,7.0,1.0
U01973,55+,Other,UK,smart_tv,ad,2023-03-16,,2023-07-30,2023-12-23,2024-03-30,1,0,1,student,4.99,google_pay,73.0,0.64,49.0,49.0
U01315,18-24,Other,Canada,mobile,organic,2021-04-07,2021-08-30,2021-12-08,2023-04-25,2024-12-30,1,1,1,,4.99,apple_pay,109.0,0.48,18.0,46.0
U01539,18-24,Other,UK,mobile,ad,2021-10-21,,2022-03-30,,2023-03-30,1,0,0,family,,paypal,19.0,0.03,51.0,19.0
U01117,35-44,M,UK,tablet,social_media,2021-07-25,2021-03-30,2021-12-15,,2024-08-11,1,1,0,student,4.99,paypal,70.0,0.46,92.0,13.0
U01462,35-44,M,UK,desktop,ad,2021-09-30,2021-10-22,,,2023-04-26,0,1,0,,0.0,,136.0,0.54,29.0,50.0
U01048,18-24,Other,UK,mobile,,2021-10-16,2021-11-15,2022-01-14,,2023-03-30,1,1,0,individual,9.99,card,21.0,0.26,13.0,10.0
U00580,18-24,Prefer not to say,India,desktop,ad,2023-12-24,,2024-04-30,,2023-12-30,1,0,0,family,15.99,card,85.0,0.22,67.0,6.0
U00943,55+,Other,US,mobile,,2023-03-30,2023-08-30,2023-12-10,,2024-04-11,1,1,0,individual,9.99,google_pay,55.0,0.52,80.0,15.0
U01669,35-44,M,UK,desktop,referral,2023-11-01,2023-03-30,2024-03-30,,2023-08-03,1,1,0,student,4.99,card,94.0,0.06,2.0,35.0
U01689,45-54,F,UK,mobile,ad,2021-03-30,2021-05-05,2021-11-08,,2024-04-30,1,1,0,individual,9.99,card,152.0,0.08,20.0,48.0
U00737,45-54,Prefer not to say,UK,smart_tv,,2022-12-05,,,,2024-10-30,0,0,0,free,0.0,,78.0,0.56,99.0,50.0
U01559,55+,Prefer not to say,UK,desktop,organic,2023-09-29,2023-10-29,,,2023-01-04,0,1,0,free,0.0,,118.0,0.08,88.0,47.0
U00967,55+,Prefer not to say,US,mobile,referral,2023-02-28,2023-03-25,2023-08-30,,2023-08-18,1,1,0,individual,9.99,card,137.0,0.06,21.0,39.0
U00480,18-24,Prefer not to say,UK,mobile,,2023-10-30,,2024-03-30,2024-06-30,2023-02-11,1,0,1,family,15.99,google_pay,0.0,0.59,55.0,30.0
U00989,45-54,M,France,mobile,social_media,2023-04-10,2023-10-05,2023-03-30,,2023-11-02,1,1,0,family,15.99,paypal,125.0,0.16,36.0,25.0
U00652,55+,F,US,mobile,social_media,2022-03-30,2022-07-21,2022-10-08,2023-10-02,2024-12-05,1,1,1,student,4.99,google_pay,39.0,0.52,81.0,6.0
U01584,55+,Prefer not to say,US,mobile,ad,2021-02-28,2021-03-30,2021-03-30,2022-07-20,2023-08-06,1,1,1,individual,9.99,paypal,155.0,0.41,67.0,3.0
U01655,25-34,,US,tablet,ad,2021-02-21,,2021-05-04,2021-10-30,2023-08-22,1,0,1,family,15.99,apple_pay,19.0,0.91,9.0,13.0
U01811,35-44,M,UK,desktop,organic,2021-10-22,2021-03-30,2021-07-11,,2024-06-06,1,1,0,individual,9.99,card,,0.34,57.0,47.0
U01316,25-34,F,Australia,desktop,,2023-01-31,,2023-02-28,,2023-07-01,1,0,0,student,4.99,google_pay,116.0,0.39,83.0,29.0
U01203,25-34,F,US,desktop,referral,2023-06-30,,2023-07-06,,2023-07-30,1,0,0,student,4.99,card,81.0,0.94,,1.0
U00568,35-44,Prefer not to say,France,mobile,,2022-06-17,2022-07-17,2022-10-05,,2023-03-11,1,1,0,family,15.99,google_pay,56.0,0.07,22.0,48.0
U01782,,Other,US,tablet,,2022-08-14,2022-09-30,2022-12-09,,2023-03-30,1,1,0,student,4.99,apple_pay,123.0,0.16,0.0,30.0
U00951,35-44,Other,US,mobile,ad,2022-11-13,,2023-02-28,,2023-09-21,1,0,0,student,4.99,apple_pay,20.0,0.67,82.0,1.0
U00969,25-34,Prefer not to say,US,mobile,,2021-01-04,2021-03-02,2021-06-04,,2023-05-27,1,1,0,student,4.99,apple_pay,71.0,0.24,12.0,23.0
U00262,35-44,,France,mobile,referral,2021-12-17,,2022-03-08,2024-03-30,2024-06-30,1,0,1,individual,9.99,card,13.0,0.35,,7.0
U01002,35-44,Prefer not to say,Germany,,organic,2022-03-18,2022-04-17,2022-05-23,2023-04-27,2024-03-30,1,1,1,individual,9.99,card,25.0,0.58,52.0,45.0
U01101,18-24,F,Canada,desktop,social_media,2022-11-30,,2023-03-01,,2023-05-13,1,0,0,individual,9.99,card,170.0,0.77,58.0,8.0
U00241,18-24,F,France,desktop,,2022-03-30,,2022-12-24,2024-05-23,2023-05-19,1,0,1,student,4.99,card,42.0,0.89,76.0,21.0
U01074,18-24,Other,India,desktop,,2023-03-30,,2023-04-30,,2023-03-30,1,0,0,individual,9.99,google_pay,123.0,0.83,0.0,1.0
U00907,45-54,Other,India,mobile,,,,2021-12-17,2023-05-28,2024-08-30,1,0,1,individual,9.99,card,111.0,0.38,59.0,35.0
U01402,35-44,Other,US,mobile,organic,2021-03-30,,,,2023-08-30,0,0,0,free,0.0,,126.0,0.94,1.0,50.0
U01054,55+,Prefer not to say,US,mobile,,2023-09-13,2023-10-13,2023-11-18,2024-05-08,2024-06-30,1,1,1,individual,9.99,paypal,169.0,0.52,94.0,28.0
U01478,25-34,Other,UK,mobile,,2022-12-30,,2023-05-01,2024-09-30,2024-06-14,1,0,1,family,15.99,paypal,169.0,0.26,37.0,35.0
U00585,35-44,Prefer not to say,UK,mobile,social_media,2023-09-23,2023-10-23,,,2024-02-11,0,1,0,free,0.0,,106.0,0.1,96.0,21.0
U00366,25-34,Other,UK,mobile,organic,2022-10-17,2022-11-16,,,2023-08-30,0,1,0,free,0.0,,11.0,0.58,,40.0
U01862,55+,Prefer not to say,Germany,desktop,organic,2023-12-18,2024-01-17,2024-05-25,2024-11-06,2023-04-20,1,1,1,individual,9.99,paypal,12.0,0.21,86.0,12.0
U01282,25-34,,Germany,mobile,referral,2021-04-12,2021-03-30,2021-09-30,2023-02-28,2024-04-24,1,1,1,individual,9.99,paypal,55.0,0.61,77.0,30.0
U01511,45-54,M,UK,desktop,ad,2022-03-30,,2023-03-30,2023-04-10,2024-06-29,1,0,1,student,4.99,card,,,47.0,45.0
U01461,18-24,Other,India,mobile,social_media,2023-03-27,2023-04-26,2023-03-30,2025-05-08,2024-09-30,1,1,1,individual,9.99,paypal,100.0,0.4,67.0,32.0
U00964,55+,M,US,mobile,social_media,2023-10-17,2023-11-30,,,2023-06-30,0,1,0,free,0.0,,7.0,0.08,4.0,39.0
U00860,55+,F,US,,organic,2023-05-15,,,,2023-01-30,0,0,0,free,0.0,,128.0,0.51,3.0,50.0
U00072,35-44,M,India,mobile,,2023-01-11,2023-02-10,2023-03-23,2024-08-30,2024-11-28,1,1,1,,4.99,apple_pay,137.0,,,4.0
U00680,35-44,F,UK,mobile,,2021-07-26,,2021-12-30,,2024-06-18,1,0,0,student,4.99,card,143.0,0.12,41.0,21.0
U00260,25-34,M,UK,mobile,social_media,2021-03-30,,,,2024-03-30,0,0,0,free,0.0,,116.0,0.08,90.0,31.0
U00052,25-34,Prefer not to say,US,mobile,,2023-08-31,,2023-12-04,,2024-11-30,1,0,0,family,15.99,google_pay,139.0,0.32,35.0,48.0
U00199,18-24,Prefer not to say,UK,desktop,referral,2021-03-30,,,,2024-02-19,0,0,0,free,0.0,,55.0,0.07,45.0,46.0
U01330,55+,,UK,smart_tv,referral,2021-03-30,2021-04-30,,,,0,1,0,free,0.0,,45.0,0.82,95.0,41.0
U01287,18-24,Prefer not to say,US,mobile,social_media,2022-09-28,2022-10-28,,,2023-03-30,0,1,0,free,0.0,,10.0,0.62,40.0,35.0
U00333,55+,F,Canada,desktop,social_media,2023-01-11,,2023-03-30,,2024-11-13,1,0,0,individual,9.99,paypal,19.0,0.56,52.0,39.0
U01405,55+,F,Canada,mobile,referral,2022-12-21,2023-01-20,2023-02-14,,2023-08-06,1,1,0,student,4.99,google_pay,100.0,0.21,13.0,33.0
U01823,35-44,Prefer not to say,Brazil,desktop,,2022-04-08,2022-03-30,2022-03-30,,2023-08-28,1,1,0,student,4.99,google_pay,58.0,0.17,52.0,13.0
U00577,18-24,Other,UK,mobile,referral,2022-12-30,,2023-03-30,,2024-01-30,1,0,0,student,4.99,google_pay,72.0,0.59,78.0,
U00868,35-44,M,Brazil,desktop,ad,2021-04-23,,2021-03-30,2022-02-11,2024-11-14,1,0,1,student,4.99,paypal,156.0,0.15,32.0,15.0
U01492,45-54,Other,US,mobile,organic,2021-10-22,,2022-03-30,2023-05-01,2023-11-08,1,0,1,individual,9.99,google_pay,9.0,0.01,100.0,25.0
U00584,25-34,Other,UK,desktop,social_media,2022-08-30,,2022-03-30,,2024-07-03,1,0,0,student,4.99,paypal,123.0,0.87,11.0,50.0
U01670,25-34,Other,France,mobile,organic,2022-02-14,,2022-04-04,,2023-08-20,1,0,0,individual,9.99,google_pay,60.0,0.66,76.0,41.0
U01541,35-44,M,Germany,desktop,ad,2021-04-01,2021-02-03,2021-03-09,,2023-03-30,1,1,0,student,4.99,apple_pay,49.0,0.95,80.0,7.0
U01588,35-44,Other,UK,mobile,organic,2021-08-14,2021-09-30,2022-01-30,2022-09-25,2023-03-30,1,1,1,individual,9.99,google_pay,43.0,0.78,50.0,17.0
U00427,25-34,Other,US,mobile,referral,2023-03-30,,2023-08-25,,2024-05-16,1,0,0,family,15.99,card,,0.58,37.0,2.0
U01605,35-44,F,UK,smart_tv,social_media,2022-08-30,2022-03-30,2022-10-30,2024-03-30,2023-07-06,1,1,1,individual,9.99,paypal,115.0,,25.0,39.0
U00495,18-24,M,France,desktop,referral,2021-03-19,2021-04-30,2021-04-13,2022-12-21,2023-09-01,1,1,1,student,4.99,card,31.0,0.41,6.0,20.0
U01608,25-34,Other,US,mobile,,2021-09-25,2021-10-25,,,2023-10-03,0,1,0,free,0.0,,8.0,0.43,74.0,33.0
U01035,45-54,M,India,smart_tv,ad,2023-04-10,2023-05-10,2023-08-30,,2024-01-07,1,1,0,student,4.99,paypal,121.0,0.7,74.0,23.0
U01668,45-54,F,Brazil,mobile,,2023-03-30,2023-03-30,,,2023-02-22,0,1,0,free,0.0,,6.0,0.19,70.0,28.0
U00890,35-44,Other,UK,mobile,,2022-07-31,2022-03-30,2022-11-10,2023-01-30,2024-02-29,1,1,1,individual,9.99,google_pay,37.0,,48.0,38.0
U01356,25-34,Prefer not to say,Canada,mobile,ad,2021-03-30,2021-03-30,,,,0,1,0,free,0.0,,86.0,0.96,84.0,9.0
U01934,35-44,Prefer not to say,UK,desktop,,2023-03-30,,2023-08-15,2023-11-30,2024-12-03,1,0,1,student,4.99,google_pay,111.0,0.76,60.0,12.0
U00399,35-44,Other,UK,smart_tv,ad,2023-12-28,2024-01-27,2024-04-30,,2024-04-30,1,1,0,individual,9.99,apple_pay,146.0,0.65,82.0,6.0
U01745,55+,Prefer not to say,UK,,ad,2022-10-14,,2023-03-30,,2024-12-30,1,0,0,student,4.99,card,129.0,0.21,32.0,32.0
U00463,18-24,Other,US,desktop,referral,2023-11-09,,2023-10-30,2024-03-30,2024-11-30,1,0,1,family,15.99,paypal,37.0,0.27,30.0,15.0
U00437,55+,Other,UK,,organic,2022-08-20,2022-09-19,,,2024-03-22,0,1,0,free,0.0,,123.0,0.82,49.0,45.0
U00193,55+,F,India,,,2021-03-30,,,,2023-12-20,0,0,0,free,0.0,,10.0,0.68,46.0,22.0
U01895,45-54,F,UK,mobile,ad,2023-08-03,,2023-03-24,2024-08-27,2023-08-27,1,0,1,family,15.99,apple_pay,151.0,0.98,95.0,36.0
U01859,18-24,Prefer not to say,,desktop,referral,2021-03-30,2021-01-10,2022-03-30,2023-10-30,,1,1,1,,9.99,card,90.0,0.93,20.0,3.0
U00293,25-34,F,Canada,smart_tv,ad,2022-08-30,,,,2023-06-15,0,0,0,free,0.0,,31.0,0.03,56.0,49.0
U00446,18-24,F,US,mobile,referral,2021-04-27,,2021-03-30,2021-03-30,2023-08-14,1,0,1,individual,9.99,google_pay,119.0,0.76,27.0,47.0
U01653,55+,Other,UK,mobile,,2021-11-30,2021-12-30,2022-04-19,,2024-03-30,1,1,0,family,15.99,apple_pay,94.0,0.32,77.0,2.0
U01791,55+,Prefer not to say,UK,mobile,,2023-04-26,2023-05-26,2023-06-30,,2023-03-30,1,1,0,student,4.99,paypal,109.0,0.56,27.0,
U00638,35-44,Prefer not to say,UK,mobile,ad,2022-08-30,2022-09-15,2022-10-01,,2024-03-30,1,1,0,family,15.99,apple_pay,132.0,0.68,19.0,33.0
U01518,,,Brazil,mobile,referral,2022-03-30,2023-01-30,,,2024-11-20,0,1,0,,0.0,,145.0,0.91,42.0,28.0
U01547,25-34,Other,UK,smart_tv,organic,2021-09-30,2021-03-30,2021-10-29,,2024-03-25,1,1,0,individual,9.99,card,105.0,0.26,55.0,31.0
U00142,18-24,F,UK,mobile,,2021-05-31,,2021-03-30,2023-03-30,2024-10-19,1,0,1,student,4.99,card,120.0,0.7,84.0,26.0
U01000,55+,M,UK,mobile,referral,2023-03-30,,2023-08-16,2024-05-30,2024-01-30,1,0,1,family,15.99,card,11.0,0.9,0.0,23.0
U00003,,Other,Canada,smart_tv,,2023-09-18,2023-10-18,2024-02-02,,2023-07-17,1,1,0,student,4.99,,118.0,0.04,17.0,29.0
U01103,45-54,M,UK,mobile,referral,2022-03-30,2022-08-04,,,2023-03-30,0,1,0,free,0.0,,114.0,0.34,5.0,46.0
U00591,18-24,Other,Germany,mobile,referral,2022-03-30,2022-03-30,2022-10-14,2023-03-30,2024-07-30,1,1,1,family,15.99,card,159.0,0.8,88.0,8.0
U01938,25-34,M,UK,tablet,ad,2021-10-15,2021-03-30,2022-03-30,,2023-09-30,1,1,0,family,15.99,card,5.0,0.74,23.0,39.0
U01199,45-54,M,UK,desktop,ad,2022-07-13,,,,2023-10-30,0,0,0,free,0.0,,96.0,0.85,21.0,
U00340,18-24,M,UK,tablet,organic,2021-02-18,,2021-08-30,2021-09-28,2024-07-30,1,0,1,individual,9.99,google_pay,,0.46,96.0,40.0
U00671,25-34,F,India,mobile,,2023-11-13,2023-03-30,2023-12-30,,2024-04-07,1,1,0,student,4.99,google_pay,49.0,1.0,37.0,18.0
U00409,25-34,M,US,mobile,organic,2022-03-30,,,,2024-05-30,0,0,0,free,0.0,,7.0,0.26,90.0,14.0
U01275,45-54,M,UK,mobile,ad,2021-06-30,2021-07-12,2021-12-30,,2024-06-07,1,1,0,,4.99,apple_pay,75.0,0.07,23.0,31.0
U00266,45-54,Prefer not to say,Australia,mobile,,2022-12-15,,2023-01-30,2024-01-12,2024-10-17,1,0,1,individual,9.99,,44.0,0.34,,44.0
U00377,18-24,F,UK,mobile,organic,2023-02-15,,,,2024-05-21,0,0,0,free,0.0,,132.0,0.59,66.0,20.0
U01403,18-24,Prefer not to say,Germany,mobile,social_media,2022-11-11,2022-12-11,2023-03-30,2024-07-17,2023-01-30,1,1,1,student,4.99,google_pay,111.0,0.82,4.0,6.0
U00440,45-54,Other,France,desktop,social_media,2021-09-13,,2021-11-30,2023-08-30,2023-03-30,1,0,1,family,15.99,google_pay,179.0,0.97,88.0,27.0
U00272,35-44,,India,tablet,organic,2023-01-27,,,,2024-04-30,0,0,0,free,,,50.0,0.82,32.0,50.0
U00245,45-54,F,US,mobile,social_media,2023-03-30,,2023-04-30,,2024-06-04,1,0,0,individual,9.99,google_pay,41.0,0.88,64.0,17.0
U00999,55+,M,UK,mobile,,2022-07-20,,,,2024-08-08,0,0,0,free,0.0,,56.0,,48.0,39.0
U01853,55+,M,UK,tablet,,2022-04-10,2022-11-30,2022-03-30,2023-08-27,2024-04-30,1,1,1,individual,9.99,google_pay,95.0,0.58,65.0,15.0
U00681,,M,Brazil,desktop,,2022-06-26,,,,2023-03-30,0,0,0,free,0.0,,68.0,0.43,50.0,
U01936,18-24,Prefer not to say,UK,desktop,referral,2022-10-26,,2023-02-13,,,1,0,0,,9.99,card,124.0,0.27,37.0,10.0
U00416,35-44,Prefer not to say,US,smart_tv,organic,2021-10-12,2021-11-11,,,2024-04-19,0,1,0,free,0.0,,46.0,0.35,8.0,21.0
U00274,25-34,Other,US,mobile,organic,2021-11-28,2021-12-28,2022-01-30,,2023-03-30,1,1,0,student,4.99,paypal,176.0,0.02,68.0,31.0
U00772,55+,M,UK,mobile,social_media,2023-03-30,,2023-03-30,,2023-06-24,1,0,0,family,15.99,paypal,13.0,0.7,36.0,27.0
U00251,35-44,Other,UK,tablet,,2021-07-16,2021-08-15,2021-03-30,2022-10-30,2024-08-28,1,1,1,student,4.99,apple_pay,127.0,0.92,13.0,30.0
U00414,18-24,M,UK,desktop,social_media,2023-01-26,2023-02-25,2023-06-06,,2023-07-30,1,1,0,family,15.99,google_pay,77.0,0.25,65.0,16.0
U01352,35-44,M,UK,desktop,organic,2023-01-14,2023-03-30,2023-03-30,,2023-05-11,1,1,0,family,15.99,card,59.0,0.19,15.0,23.0
U00311,55+,F,UK,mobile,social_media,2023-02-28,,2023-03-30,,2024-11-23,1,0,0,individual,9.99,apple_pay,168.0,0.71,13.0,27.0
U01626,55+,Prefer not to say,UK,desktop,organic,2022-10-05,2022-09-06,2022-03-30,2024-01-30,2023-12-30,1,1,1,student,4.99,apple_pay,89.0,0.07,83.0,33.0
U00594,35-44,,,desktop,ad,2023-03-30,,,,2024-03-21,0,0,0,free,0.0,,12.0,0.21,78.0,
U00426,18-24,,Germany,mobile,ad,2021-10-19,,2021-12-30,2022-05-21,2023-04-30,1,0,1,,9.99,apple_pay,152.0,0.66,15.0,10.0
U01943,25-34,Prefer not to say,UK,desktop,organic,2023-08-26,2023-09-30,2023-10-30,2025-05-01,2024-03-30,1,1,1,family,15.99,google_pay,44.0,,20.0,20.0
U01612,25-34,Other,UK,mobile,social_media,2021-05-30,2021-06-29,2021-07-18,2023-01-24,2023-12-19,1,1,1,family,15.99,paypal,47.0,0.15,85.0,44.0
U01367,25-34,M,UK,mobile,referral,2023-03-30,,,,,0,0,0,free,0.0,,80.0,0.45,50.0,12.0
U01834,45-54,M,UK,mobile,,2022-11-22,2022-12-30,2023-01-17,2023-03-30,2023-12-07,1,1,1,family,15.99,,0.0,0.83,49.0,36.0
U01390,45-54,F,Germany,mobile,social_media,2021-02-28,2021-03-30,2021-10-07,2022-11-16,2024-03-30,1,1,1,individual,9.99,paypal,125.0,0.08,35.0,40.0
U01375,55+,Other,UK,desktop,social_media,2021-03-30,2021-05-15,2021-09-30,2022-03-30,2023-04-11,1,1,1,student,4.99,paypal,123.0,0.2,40.0,6.0
U00583,18-24,M,US,tablet,social_media,2022-06-08,2022-07-08,2022-11-30,,2024-02-29,1,1,0,individual,9.99,paypal,154.0,0.46,0.0,11.0
U00527,45-54,F,UK,tablet,organic,2023-03-28,2023-04-27,2023-09-24,,2023-03-30,1,1,0,individual,9.99,apple_pay,12.0,0.51,7.0,11.0
U01357,25-34,F,Germany,mobile,referral,2021-01-17,2021-02-16,2021-06-18,2021-03-30,2023-05-05,1,1,1,family,15.99,paypal,58.0,0.1,15.0,3.0
U00183,55+,,Australia,mobile,,2023-02-09,2023-03-30,2023-06-26,,2024-10-22,1,1,0,student,4.99,google_pay,173.0,0.59,71.0,7.0
U00171,,F,,mobile,ad,2023-08-08,2023-09-07,2023-03-30,,2024-10-30,1,1,0,family,15.99,google_pay,60.0,0.85,41.0,50.0
U00597,55+,M,UK,mobile,referral,2021-12-26,2022-01-25,2022-02-22,,2024-07-30,1,1,0,student,4.99,paypal,157.0,0.86,48.0,5.0
U01507,35-44,F,US,smart_tv,,2022-11-07,,2023-04-16,2023-03-30,2024-03-30,1,0,1,family,15.99,paypal,10.0,0.4,40.0,9.0
U01945,45-54,,US,mobile,ad,2022-05-07,,,,2023-11-08,0,0,0,free,0.0,,64.0,0.3,31.0,11.0
U01783,35-44,Other,UK,mobile,,2022-06-30,,,,2024-03-30,0,0,0,free,0.0,,154.0,0.12,40.0,12.0
U00904,45-54,Other,UK,mobile,organic,2023-04-30,2023-05-30,2023-04-24,,2024-04-04,1,1,0,student,4.99,paypal,108.0,0.89,87.0,23.0
U01279,35-44,F,UK,desktop,referral,2023-04-30,2023-05-12,2023-06-30,,,1,1,0,family,15.99,google_pay,7.0,0.44,44.0,13.0
U00273,35-44,,US,mobile,referral,2023-07-27,2023-08-30,2023-11-14,,2024-08-01,1,1,0,,9.99,card,137.0,0.87,51.0,32.0
U01603,18-24,F,Brazil,mobile,,2022-10-16,2022-11-30,2022-12-15,,2024-03-21,1,1,0,family,15.99,paypal,69.0,0.42,76.0,43.0
U01264,25-34,Prefer not to say,India,mobile,,2022-03-29,2022-04-28,2022-06-08,,2024-12-19,1,1,0,family,15.99,card,38.0,0.6,44.0,31.0
U01493,25-34,F,UK,desktop,,2021-03-30,,,,2023-09-30,0,0,0,free,0.0,,141.0,0.62,92.0,14.0
U00372,35-44,M,UK,tablet,,2023-08-21,,2023-12-24,2025-07-29,2024-03-30,1,0,1,family,15.99,apple_pay,120.0,0.8,49.0,27.0
U00223,45-54,F,France,tablet,ad,2021-03-06,2021-03-30,2021-05-04,,2023-03-30,1,1,0,family,,google_pay,68.0,0.32,74.0,9.0
U01474,,Other,US,mobile,referral,2022-05-31,2022-06-30,2022-11-20,,2023-09-19,1,1,0,family,15.99,paypal,34.0,0.6,74.0,29.0
U01014,55+,F,UK,mobile,organic,2023-03-30,2023-06-06,2023-03-30,,2024-11-17,1,1,0,,15.99,google_pay,155.0,0.75,37.0,1.0
U01091,25-34,Prefer not to say,UK,desktop,ad,2021-10-28,2021-11-27,,,2023-06-24,0,1,0,free,0.0,,103.0,0.61,31.0,19.0
U00519,18-24,F,France,mobile,ad,2023-05-22,,2023-06-17,2024-07-30,2023-11-30,1,0,1,student,4.99,google_pay,157.0,0.6,15.0,12.0
U00335,18-24,Other,UK,mobile,organic,2022-07-30,,2022-03-30,,,1,0,0,family,15.99,paypal,60.0,0.05,12.0,28.0
U00773,18-24,Prefer not to say,UK,mobile,,2023-10-06,2023-05-11,,,2024-10-10,0,1,0,free,0.0,,85.0,0.63,52.0,24.0
U01207,45-54,Other,,tablet,ad,2023-10-31,,2023-11-22,2025-03-30,2023-04-14,1,0,1,family,15.99,apple_pay,81.0,0.93,73.0,35.0
U01090,45-54,,UK,mobile,,2021-03-30,,,,2024-12-04,0,0,0,free,0.0,,46.0,0.12,56.0,20.0
U01738,45-54,Prefer not to say,UK,mobile,social_media,2022-02-21,2022-03-30,,,2024-12-29,0,1,0,free,0.0,,116.0,0.57,8.0,11.0
U00016,25-34,Prefer not to say,Canada,desktop,organic,2021-06-28,2021-03-30,2021-03-30,,2023-03-30,1,1,0,student,4.99,paypal,93.0,0.51,,16.0
U01995,35-44,Prefer not to say,US,mobile,referral,2021-06-08,2021-07-08,2021-07-14,2021-03-30,2023-11-29,1,1,1,individual,9.99,card,106.0,0.17,51.0,45.0
U00893,18-24,F,UK,mobile,organic,2022-01-11,2022-02-10,2022-06-16,,,1,1,0,family,15.99,paypal,27.0,0.06,6.0,49.0
U01593,45-54,Prefer not to say,Canada,mobile,,2021-10-06,,2021-10-30,,2023-12-01,1,0,0,individual,9.99,paypal,110.0,0.57,27.0,46.0
U01744,35-44,Prefer not to say,,mobile,social_media,2023-04-24,,2023-03-30,,2023-03-30,1,0,0,individual,9.99,paypal,141.0,0.73,69.0,2.0
U00744,35-44,F,UK,mobile,referral,2022-03-30,,2022-10-30,,2024-09-30,1,0,0,family,15.99,apple_pay,61.0,0.36,80.0,
U01269,35-44,Other,Germany,mobile,organic,2023-03-13,,2023-06-28,2024-05-01,2024-03-30,1,0,1,family,15.99,card,104.0,,84.0,32.0
U00466,,M,Brazil,desktop,referral,2023-08-30,,,,2024-03-30,0,0,0,free,0.0,,161.0,0.81,61.0,44.0
U00837,,M,UK,mobile,ad,2023-05-05,,2023-03-30,,2024-03-30,1,0,0,student,4.99,google_pay,149.0,0.5,82.0,2.0
U00200,18-24,Prefer not to say,India,mobile,,2023-01-09,,,,2024-03-30,0,0,0,free,0.0,,120.0,0.46,,33.0
U01248,,F,UK,mobile,,2023-03-30,,2023-03-30,2024-05-30,2023-12-30,1,0,1,family,,paypal,61.0,0.64,32.0,20.0
U01339,35-44,M,India,,referral,2021-03-30,,2021-06-30,,2023-12-20,1,0,0,individual,9.99,card,130.0,0.43,,
U01747,35-44,Prefer not to say,India,mobile,organic,2023-03-30,2023-10-03,2023-02-10,,2024-10-30,1,1,0,student,4.99,card,37.0,0.67,57.0,22.0
U01345,18-24,Prefer not to say,UK,mobile,ad,2023-03-30,2023-11-05,2023-03-30,2025-03-30,2023-03-30,1,1,1,individual,9.99,apple_pay,90.0,0.39,,12.0
U01152,25-34,M,UK,mobile,social_media,2022-07-30,,2022-09-10,2024-01-30,2023-03-30,1,0,1,student,4.99,card,82.0,0.07,58.0,15.0
U00768,45-54,Prefer not to say,India,mobile,organic,2022-07-30,2022-04-08,2022-10-13,2023-03-30,2024-02-29,1,1,1,individual,9.99,google_pay,69.0,0.08,41.0,0.0
U01449,45-54,Other,UK,mobile,,2021-04-20,,2021-06-15,2021-10-30,2023-03-30,1,0,1,student,4.99,apple_pay,128.0,0.08,81.0,44.0
U01464,18-24,M,Australia,desktop,organic,2021-03-22,,2021-03-30,2022-09-17,2024-11-16,1,0,1,student,4.99,apple_pay,63.0,0.63,59.0,48.0
U01575,25-34,Prefer not to say,Germany,mobile,,2023-06-04,,,,2024-02-12,0,0,0,free,0.0,,16.0,0.66,65.0,10.0
U01229,35-44,Other,UK,mobile,ad,2021-06-30,,2021-08-30,,2023-11-30,1,0,0,,15.99,card,15.0,0.24,11.0,39.0
U00603,45-54,M,UK,mobile,,2021-12-30,,2022-03-30,2023-03-30,2024-07-21,1,0,1,family,15.99,apple_pay,94.0,0.49,25.0,46.0
