track_id,track_name,artist_name,album_name,popularity,duration_ms,explicit,release_date,genre
R-N00507,When Hard,,Decade Begin,63,0.0,0,2016-09-22,RNB
ROC01092,Wrong Health,Radiohead,Imagine Check,51,202859.0,True,29/07/2017,
ELE00378,Reduce Heart,Bonobo,Happy Without,51,233865.0,False,2023-10-05,ELECTRONIC
HIP00868,Space Quite,Nicki Minaj,Almost Color,70,201210.0,clean,2018,HIP-HOP
ROC00535,Treatment Bring,Foo Fighters,Remember Medical,68,174259.0,False,Nov 2023,
ELE01369,Guess Up,Bicep,Structure Decide,69,266662.0,clean,Apr 2017,electronic
ROC00307,Board Trip,Arctic Monkeys,Practice Music,68,158570.0,False,Jul 2021,Rock Music
ELE00602,Our Worry,Disclosure,Could Also,56,203735.0,clean,,Electronic
ELE01323,Fly Tree,Bicep,Executive Table,52,210484.0,1,06-21-2017,Electronic
ELE01004,Local Check,Four Tet,Stock Should,64,220887.0,False,19/05/2019,ELECTRONIC
ELE02948,Senior Network,Bonobo,This Leg,48,257173.0,False,Mar 2023,electronic
ROC00649,See Seven,,Feel Just,64,228291.0,clean,02-18-2022,
POP00257,Believe Hotel,Taylor Swift,Stuff Financial,70,190410.0,explicit,,
HIP00288,Machine Staff,Nicki Minaj,Kid Behavior,65,-1000.0,0,2019,HIP-HOP
HIP00199,,Cardi B,Under Member,72,262321.0,False,Jun 2022,Hip-Hop
HIP02855,Size Character,Drake,Try Why,58,180012.0,1,02-14-2019,hiphop
ELE02254,Focus Whose,,Four Decide,52,263559.0,1,Nov 2023,Electronic
ELE02622,Office Just,Calvin Harris,Will Per,53,251630.0,yes,01/11/2015,electronic
HIP02022,Good Rock,Cardi B,Structure Think,68,255470.0,False,2020,Hip-Hop
POP02672,Point Do,Dua Lipa,Appear Newspaper,76,159527.0,1,08/05/2015,pop music
R-N02472,Night Receive,Jhene Aiko,Product Trip,55,235304.0,1,2021,r&b
ELE02021,Idea Purpose,Disclosure,War By,41,261641.0,clean,2024-05-08,electro
R-N00555,Rich Give,SZA,Water Require,55,218209.0,False,20/06/2016,RNB
R-N00822,Conference Kitchen,The Weeknd,Gas Least,67,253860.0,yes,10/07/2019,r&b
ROC01211,Drug Bag,Imagine Dragons,Admit Between,59,153437.0,False,30/10/2015,ROCK
POP00128,Describe Still,Ed Sheeran,Write Trade,75,268732.0,False,2023,
ELE02867,Peace Offer,Disclosure,Type Car,36,154459.0,1,12-04-2019,EDM
R-N02531,Dinner Professional,Beyonce,Color Energy,66,161582.0,False,,R&B
HIP00898,Education Guess,Cardi B,Activity Though,72,187609.0,False,2019-05-04,Hip-Hop
HIP02794,Career Rock,J. Cole,A His,68,239394.0,,2015,hip-hop
R-N00693,Idea Yard,Beyonce,,66,244100.0,explicit,Jun 2023,R&B
ROC02970,Painting Matter,The Killers,Chance Add,59,210508.0,clean,,
POP02031,On Seven,Ariana Grande,Loss Military,68,216721.0,clean,04/06/2015,
HIP02801,Go Item,,Three Age,68,246287.0,yes,,hiphop
ROC01420,During Admit,Coldplay,Evening Save,59,232952.0,False,2023,ROCK
ELE02695,Director Capital,Disclosure,Bit Deep,46,186575.0,True,,ELECTRONIC
POP02543,Food Senior,Ariana Grande,Recent White,72,242416.0,False,13/09/2018,POP
POP00997,Among Serve,Olivia Rodrigo,Stand Nor,79,161555.0,no,2018,pop
HIP02249,College Source,Post Malone,One Magazine,72,184490.0,explicit,09-23-2016,hip-hop
HIP00562,Scientist Political,Drake,Traditional Leader,55,205642.0,explicit,02-08-2022,hiphop
HIP00040,Anyone Everything,Travis Scott,Guess Appear,74,169561.0,False,27/01/2018,hip hop
ROC01355,Authority Between,Linkin Park,Teacher Seek,68,218174.0,,07-26-2016,Rock Music
R-N01340,Suffer Until,The Weeknd,Write Five,51,232540.0,0,2020,r-n-b
ROC02988,Condition Than,Arctic Monkeys,None Best,73,169829.0,clean,2018-04-03,rock
R-N02302,Now Thus,H.E.R.,Quality College,77,193669.0,True,2021,r-n-b
R-N00699,Pm Sound,Jhene Aiko,Before Fact,62,215652.0,,,RNB
ROC01608,Prove Black,Radiohead,Lose Short,59,266649.0,1,,
HIP02916,Seem Study,J. Cole,Industry Song,75,201256.0,no,Jan 2021,HIP-HOP
HIP00390,Everyone Reason,Travis Scott,Once Movie,59,195884.0,False,,HIP-HOP
HIP02447,Way Discuss,,Attorney Chair,81,223898.0,clean,2016,hip-hop
HIP02944,Material Former,J. Cole,Recently Coach,73,187318.0,0,2021,hiphop
POP00108,,Dua Lipa,Story Main,76,173028.0,True,,POP
POP02371,Poor Dinner,Taylor Swift,Crime See,71,214112.0,0,2016,POP
ROC02907,Long Kid,Foo Fighters,Happy Lawyer,50,167696.0,False,2019,Rock
POP02449,Those Statement,Harry Styles,Red Report,70,189466.0,explicit,11-30-2022,POP
ELE01057,Democrat Concern,Aphex Twin,Course Indicate,40,177030.0,0,,electro
R-N01683,Month Include,Frank Ocean,Know Line,72,179945.0,1,07-08-2015,rnb
HIP00410,Them Any,J. Cole,Election Hard,65,205850.0,False,2019,Hip-Hop
ROC01279,Certain During,Coldplay,Recent Finish,68,220704.0,0,2021-08-19,Rock Music
R-N01388,View Beyond,The Weeknd,Animal Treatment,73,159167.0,0,2023-07-30,RNB
ELE00091,Agency Weight,Aphex Twin,Guy Too,52,999999999.0,,2015,electro
HIP02873,Executive Community,Cardi B,Similar Agree,,255825.0,True,Jan 2016,hip hop
ROC01602,Step Actually,Imagine Dragons,Building Positive,66,172713.0,,Oct 2021,Rock Music
ROC02623,Either Stand,Coldplay,Point Green,71,164350.0,,2015-02-08,ROCK
R-N02800,Result Especially,SZA,Practice Political,65,245852.0,yes,2018-05-08,RNB
HIP02064,Wait View,Travis Scott,Citizen Week,74,263750.0,0,,hip hop
R-N02156,Education Official,Ella Mai,Key Would,80,244048.0,False,2022-08-12,RNB
ELE01314,Drive Force,Aphex Twin,Government Skill,49,254910.0,True,07/09/2015,electro
POP00941,Your Present,Harry Styles,Environmental Share,80,199950.0,no,2021,
R-N00647,Phone By,The Weeknd,Become Under,63,206066.0,True,Jul 2020,r&b
POP01890,Coach Against,Harry Styles,Table Save,78,260525.0,0,Aug 2019,Pop
ELE00909,Power Action,Bicep,Chair Message,66,170354.0,,2015,electro
R-N00883,Final Lawyer,,Section Early,67,172961.0,no,,R&B
R-N01876,,The Weeknd,Idea They,49,246827.0,,Sep 2019,RNB
POP00093,Not Majority,Taylor Swift,Article Small,72,224000.0,False,03/06/2017,POP
ELE01849,Should Program,Disclosure,Especially Trouble,-1,,clean,08-28-2022,EDM
ROC00628,Strategy Suggest,The Killers,Nice After,58,231542.0,no,29/02/2024,
POP02536,,Taylor Swift,Admit After,81,265998.0,clean,01-11-2021,Pop
R-N02162,Program Edge,Frank Ocean,Ready Million,67,175336.0,explicit,07/07/2016,RNB
POP02735,,Olivia Rodrigo,Bring Most,71,177469.0,0,2019-10-16,POP
ROC02897,Decide Other,Foo Fighters,Family Home,64,156198.0,no,,ROCK
POP00214,Billion Bad,Taylor Swift,Share Air,72,248655.0,True,25/11/2017,
ROC01867,Property Raise,Coldplay,Though Toward,68,239347.0,False,08-15-2022,rock
POP00058,Home Feel,Harry Styles,Indeed Watch,77,228222.0,yes,18/01/2019,POP
R-N02038,,Frank Ocean,Wide Wife,72,245399.0,False,2021-04-06,rnb
POP02475,Doctor Teacher,Taylor Swift,Black Prevent,79,151653.0,no,03-16-2019,POP
R-N02525,Cause Cup,Ella Mai,Around Create,76,171295.0,False,2024,RNB
R-N02294,Himself Body,H.E.R.,His Over,66,185839.0,,03/12/2016,r&b
R-N01321,Sit Anything,SZA,Yet Push,60,205114.0,0,2022-06-02,r&b
POP02386,Wear Teach,Billie Eilish,Way Right,73,209001.0,no,26/08/2015,
ROC00644,Minute Benefit,The Killers,Material Serious,55,267447.0,1,04-01-2018,Rock
ELE02281,Travel Degree,,Whole Citizen,,228048.0,0,,electro
ROC01156,Individual Democrat,Linkin Park,,71,191849.0,no,12/05/2015,ROCK
POP00448,Imagine Know,Taylor Swift,Member Class,71,234685.0,True,2022,Pop
ELE02674,Total Arm,Four Tet,Sister Brother,37,207574.0,,2019,electronic
ELE01097,Character Mission,Four Tet,Require Office,57,204126.0,False,05-24-2016,Electronic
R-N01217,Throughout Condition,H.E.R.,Effect President,75,215598.0,,10-01-2024,r-n-b
HIP01605,Could Low,Kendrick Lamar,Thought Kitchen,68,223372.0,0,28/07/2019,hiphop
HIP00342,Local Police,Kendrick Lamar,Country Music,63,236752.0,False,22/10/2017,hip hop
HIP01618,Fight From,Post Malone,Last Wish,69,217626.0,1,2018,HIP-HOP
R-N00049,Lose Not,Jhene Aiko,Mission Head,63,167221.0,False,2016,rnb
HIP00455,Probably Side,Drake,Away Play,,194733.0,0,2023-12-05,hip hop
ELE01979,Matter Whatever,Calvin Harris,Conference Degree,58,236299.0,,2020-07-05,electro
HIP01940,Before Region,Post Malone,Sing Conference,73,266073.0,False,Sep 2015,hip-hop
HIP00208,Performance Detail,Drake,Task Two,76,195400.0,yes,Nov 2022,hip-hop
POP00388,Rule Learn,Billie Eilish,Born Themselves,81,169601.0,0,Oct 2023,POP
HIP00974,Stay Establish,Travis Scott,Paper Himself,72,157758.0,0,12/06/2016,Hip-Hop
R-N01258,Organization Write,Jhene Aiko,Blue Bed,69,268291.0,0,22/09/2019,RNB
R-N01948,Per Glass,H.E.R.,Player Knowledge,86,164768.0,True,2022,r-n-b
POP02307,Dog Under,Ariana Grande,,73,203950.0,0,20/02/2021,
HIP02184,Create Control,Post Malone,Game Indicate,76,180910.0,False,2022,hip hop
HIP01622,Require Size,Travis Scott,First Current,64,168652.0,clean,2015,Hip-Hop
ELE00258,Base Social,Bonobo,Material However,78,265901.0,,02-12-2015,electro
ELE01295,Provide Nearly,,Very Drive,52,231868.0,False,04-11-2020,electro
HIP00191,Peace Figure,Post Malone,Mean How,74,216514.0,False,May 2021,Hip-Hop
ROC00007,Network Management,Linkin Park,Box Mouth,50,220635.0,clean,,Rock Music
ROC00626,,Coldplay,Executive Entire,65,152506.0,clean,2024-05-14,ROCK
ROC01660,Human Usually,The Killers,Husband Executive,72,169139.0,explicit,Oct 2024,Rock
R-N00058,Central Mean,Ella Mai,Budget Administration,66,,,11-23-2016,rnb
POP00322,Conference Realize,Ariana Grande,Call Very,69,223024.0,False,02-24-2022,
POP01738,Right Generation,Harry Styles,Forget Attention,81,182212.0,False,01-31-2018,
POP00793,These Live,Ed Sheeran,Including Great,66,252079.0,1,2017,pop music
POP01922,Itself Growth,Ed Sheeran,Face Represent,67,203835.0,0,Oct 2015,
POP01648,Mother Her,Olivia Rodrigo,Develop Court,82,204106.0,,21/09/2023,pop
POP00596,Finally Wonder,,,73,179977.0,explicit,21/07/2024,pop
POP01248,Game Large,Harry Styles,Tonight Build,76,230616.0,False,11-03-2018,pop
R-N02412,Seat Enter,Beyonce,,60,244459.0,0,05-29-2021,r&b
HIP01845,Cultural Increase,Nicki Minaj,Need Nor,73,170282.0,False,17/12/2018,Hip-Hop
HIP00623,Response Office,Drake,Employee Figure,70,228221.0,True,Nov 2021,hiphop
ROC02773,Couple Page,Foo Fighters,Trip Poor,67,266651.0,False,,Rock
R-N00309,Imagine Full,Beyonce,Approach Do,80,162387.0,0,Sep 2016,rnb
ELE01290,Suddenly Through,Calvin Harris,Could Whole,46,169646.0,yes,Oct 2015,Electronic
ROC00998,Across Must,Imagine Dragons,Arm Role,62,178004.0,False,05/06/2017,Rock
ROC01787,Check At,The Killers,,57,186155.0,1,2018-07-09,Rock
ROC00235,Defense Machine,Linkin Park,Movie Unit,69,229031.0,0,2020,
ROC02991,Or Truth,Coldplay,Type Quite,69,160203.0,0,,ROCK
HIP02141,Fine Could,Post Malone,Off Medical,73,229857.0,,2024,hip-hop
HIP00337,Free Base,Kendrick Lamar,Huge Benefit,69,195139.0,False,,hip-hop
R-N01636,Forward Start,,Last Western,62,173550.0,False,2020-09-01,RNB
ROC02184,Girl Model,Imagine Dragons,Bill Be,62,223353.0,explicit,Aug 2021,rock
ELE02242,Turn Car,Four Tet,Door Consumer,52,151631.0,yes,,electronic
HIP01646,Yet Set,Travis Scott,Usually Wish,60,229746.0,0,11-02-2019,hip hop
HIP00995,Second On,Travis Scott,Suffer System,-1,215439.0,yes,,hip-hop
R-N02296,Half Animal,SZA,Should Current,64,181459.0,1,2017,r-n-b
R-N00129,Time Civil,Frank Ocean,For Television,62,256732.0,False,,R&B
HIP02364,Record Up,Kendrick Lamar,Walk Piece,68,171074.0,0,09-04-2024,hip-hop
ELE02766,Born Build,Four Tet,Meet Society,53,251916.0,True,Dec 2021,ELECTRONIC
ELE00706,Organization Hold,Martin Garrix,Describe Vote,67,234474.0,1,,EDM
ELE02560,Mean Return,Bicep,,56,252983.0,False,2022,Electronic
POP01971,All Responsibility,Olivia Rodrigo,Bill Color,55,261451.0,0,,Pop
R-N01158,Raise About,Frank Ocean,Also Performance,55,264397.0,1,09/12/2015,r-n-b
HIP01209,Door Nor,J. Cole,Animal Sound,62,250971.0,0,2020,HIP-HOP
HIP01943,Early Best,Drake,Dinner Of,65,261983.0,True,10-12-2021,hip hop
R-N00483,Painting Choose,Beyonce,Development Ever,74,206867.0,no,2023-12-04,r&b
HIP00854,Open Keep,Nicki Minaj,Clear Leg,67,256643.0,clean,11-10-2020,hip hop
HIP00845,Activity Form,Kendrick Lamar,Process Professional,75,191322.0,no,Sep 2015,hiphop
POP00327,Cell Eat,Olivia Rodrigo,Season Speak,80,156366.0,False,05/10/2023,
ROC02045,Safe Air,Coldplay,,68,,clean,2017,
ROC01110,Culture Per,Arctic Monkeys,Admit Fly,55,169187.0,clean,11-27-2018,Rock Music
ROC00136,Recent College,The Killers,Adult Growth,70,,,2020-08-13,
POP02930,Building All,Harry Styles,Turn Trouble,80,212055.0,no,04-10-2023,
POP02613,Should Consider,Billie Eilish,Bank Time,74,165144.0,True,05/10/2022,pop music
ELE01326,Skill Floor,Bonobo,Worker Choice,56,235819.0,False,2023-05-03,Electronic
ROC01599,Practice Method,Radiohead,Hold Agency,64,167056.0,no,2018,ROCK
ROC01585,Notice Lead,Foo Fighters,Street Stock,56,166720.0,no,Aug 2023,
ELE02008,Set Two,Aphex Twin,,54,265906.0,0,07-04-2016,electronic
R-N01653,Ball She,Ella Mai,Step Score,64,242675.0,yes,Dec 2019,R&B
HIP01656,Best Rich,Travis Scott,,67,161487.0,clean,2018-05-06,hiphop
HIP00329,Interest American,Nicki Minaj,Professional Couple,75,249485.0,False,2022-01-31,Hip-Hop
ROC01592,Although View,Linkin Park,Family Moment,56,255668.0,clean,2020,rock
ELE01590,Happy Cover,,Create Speech,52,999999999.0,yes,,electronic
ELE00155,Already Part,Aphex Twin,Everybody Goal,51,242534.0,True,Sep 2024,electro
ELE01778,Next Fill,Bicep,Information Thing,58,240517.0,True,Jan 2018,EDM
POP02586,Challenge Image,,Deep Any,66,212724.0,1,20/12/2015,
HIP00698,Region Stay,Nicki Minaj,Series Source,76,171041.0,False,2021,hip hop
HIP01033,Car Center,Nicki Minaj,Structure Quality,51,222159.0,clean,Nov 2017,hip hop
ROC02296,Himself Significant,Arctic Monkeys,None Street,77,191187.0,yes,2018-05-28,
POP01684,Control Entire,,Fine Anything,67,215251.0,1,11-03-2020,pop music
POP02546,Single Store,Taylor Swift,Evidence Where,65,251750.0,0,12/05/2024,pop music
ELE01648,Unit Unit,Calvin Harris,How Force,51,197725.0,1,2016,Electronic
R-N02452,Quickly Image,Frank Ocean,Quality Their,65,242331.0,False,14/11/2016,r-n-b
ELE01974,Direction Democratic,Martin Garrix,End Energy,46,205834.0,,12/12/2018,electronic
R-N00210,Trial Perform,Jhene Aiko,Then Take,56,247496.0,clean,11-11-2023,R&B
POP02252,Reality Gas,Ed Sheeran,Agent Especially,65,242611.0,1,2017-03-30,Pop
HIP01126,Energy Kitchen,Nicki Minaj,Message Look,64,244264.0,,,HIP-HOP
R-N01893,Out Necessary,Beyonce,Sound Choice,65,256415.0,False,2024-10-21,R&B
HIP01621,Cup History,Kendrick Lamar,Stop Road,81,193463.0,False,08/08/2020,HIP-HOP
POP01136,Strong Early,Taylor Swift,,82,165247.0,,2019-07-05,Pop
POP01410,,Ariana Grande,Serious Student,83,197232.0,0,Sep 2022,
HIP00778,Evidence Low,Nicki Minaj,Recently Particularly,56,-1000.0,0,2015,hiphop
POP02880,Believe Market,Taylor Swift,This Station,60,170315.0,0,01/03/2018,pop
ROC01225,Cover Ready,Coldplay,Item Decade,54,205144.0,True,2015-11-03,
ELE02562,Front Staff,Bonobo,Notice Child,45,212021.0,clean,Feb 2016,ELECTRONIC
ROC00681,Defense Behavior,Foo Fighters,Front Capital,64,257345.0,0,09/05/2017,
HIP01885,Season Computer,,Building Spring,66,,False,2018-05-09,hiphop
ELE00045,Idea Organization,Bonobo,Already Toward,42,196324.0,0,24/11/2021,electro
HIP01097,Staff Create,Travis Scott,Everything Human,66,242197.0,,,hip hop
HIP00758,Magazine At,J. Cole,Model Member,71,164298.0,0,Mar 2018,HIP-HOP
R-N01646,Bring Situation,The Weeknd,Human Property,101,200423.0,clean,2018,r&b
HIP02310,Social To,Travis Scott,Ability Once,68,166558.0,True,May 2017,hip hop
HIP00066,Including Cut,Cardi B,Eight Follow,81,226579.0,0,11/04/2015,HIP-HOP
POP01888,Well Bad,Dua Lipa,Picture Fine,71,259475.0,True,11-15-2015,pop music
ELE01190,Family Ask,,,48,234595.0,0,2016-04-11,EDM
ROC02637,Remain Back,Arctic Monkeys,Commercial Own,53,254039.0,no,,Rock
ROC00383,Imagine Resource,Linkin Park,Set Might,61,212736.0,yes,08/06/2022,ROCK
R-N01772,Green Walk,Ella Mai,Morning Series,65,194491.0,False,Feb 2016,rnb
ELE01910,Young Community,Bonobo,Soldier Still,54,267996.0,True,03-27-2018,electronic
POP01311,Tree Position,Olivia Rodrigo,Partner Only,80,174265.0,clean,2024-02-09,pop music
HIP01734,Whatever Scene,J. Cole,Quite Three,71,248736.0,clean,,hip hop
POP00309,Step Popular,,Check Level,73,152587.0,False,02-19-2021,pop music
R-N02191,Hundred Like,Beyonce,Into Short,67,208085.0,yes,21/09/2016,rnb
HIP01172,Anyone Finish,,Last Price,66,192816.0,0,22/01/2021,hiphop
ROC02353,Stock Usually,Linkin Park,Four Reason,68,180336.0,False,Jun 2021,
POP01178,Firm Position,,Pattern Situation,68,227717.0,1,09-05-2016,POP
ELE00205,School Window,Aphex Twin,Western Part,40,246055.0,False,2023,electro
POP00411,Democratic Identify,Ed Sheeran,Tend Say,67,211393.0,False,2016-10-18,
POP00538,Behind Miss,Taylor Swift,Option Life,81,198453.0,1,09/11/2018,POP
POP02905,Population Above,Ariana Grande,Thus Significant,80,237846.0,1,Mar 2016,pop music
POP01899,View Rock,Billie Eilish,With Move,73,221442.0,0,20/05/2019,Pop
ELE00791,Vote Property,Aphex Twin,Minute Method,57,162052.0,0,,EDM
R-N01336,Computer Share,Jhene Aiko,Over Special,65,249111.0,1,2023,rnb
POP01470,Item Great,Taylor Swift,Partner Class,82,184431.0,False,,
HIP02502,Can Reflect,J. Cole,Girl Total,71,234888.0,no,01/02/2022,hip hop
HIP02324,Must Meeting,Nicki Minaj,Type Thank,71,169420.0,True,02-11-2016,hip-hop
R-N01106,Which Respond,SZA,Poor Sell,53,999999999.0,False,,r&b
ELE02768,Story While,Four Tet,As Sport,55,183761.0,explicit,Jan 2019,Electronic
HIP00794,Shake Movement,Kendrick Lamar,Space Country,70,242208.0,clean,09-13-2022,hip-hop
ROC00100,Now Weight,Foo Fighters,Civil Bad,58,230883.0,,Feb 2020,ROCK
ROC02743,Show Life,Foo Fighters,,69,247176.0,,2024,rock
R-N01229,Room Land,Ella Mai,Card Not,70,201164.0,True,2021,RNB
HIP01102,Together Find,Post Malone,Near Dream,79,245604.0,0,03/02/2021,hip hop
HIP02712,Year Physical,Nicki Minaj,Coach Future,75,202010.0,False,,hip hop
ROC01748,Picture Attorney,Coldplay,,67,184630.0,yes,2023,Rock Music
POP02521,North Fact,Ariana Grande,Bar Provide,94,219947.0,,2020-02-04,Pop
ELE00499,,Disclosure,Data Box,68,215148.0,True,2019,electronic
POP00556,Attorney Job,Ariana Grande,Cut Region,71,167067.0,False,2015-11-15,pop music
R-N01994,Science Executive,SZA,Again Ground,-1,176429.0,,2020-01-14,rnb
R-N01521,Hour Doctor,Beyonce,Off Serve,60,195934.0,False,06-18-2022,R&B
ELE01879,Base Worker,Bicep,Pretty One,47,197301.0,False,2021,electronic
ROC02732,Great Challenge,Coldplay,Similar Eye,64,163593.0,0,2015,Rock
ELE00192,Green Wrong,Aphex Twin,Establish Figure,60,174933.0,True,Apr 2016,Electronic
ROC00750,Treat Late,Arctic Monkeys,Street College,101,196313.0,False,2017-10-18,rock
ROC00189,Forget Station,The Killers,Statement Catch,72,181321.0,False,2023,
R-N00376,Dark Body,Ella Mai,Fish Mission,67,156272.0,False,2023-02-14,rnb
R-N02745,Guy Group,Ella Mai,Night A,67,166165.0,yes,2015,rnb
ELE02628,Strategy Let,Aphex Twin,Paper Coach,75,193842.0,0,,EDM
POP01540,Direction Citizen,Billie Eilish,Today Nature,74,229764.0,1,26/12/2016,Pop
POP00067,Thank Speech,Taylor Swift,Poor Field,81,155273.0,0,13/02/2018,
ROC00098,She Human,Linkin Park,Turn Despite,64,202098.0,,Aug 2024,rock
ELE02729,Financial Hear,Four Tet,Film Dream,59,204340.0,1,2019-05-14,electro
ROC02765,Education Democrat,Foo Fighters,Land Last,59,207731.0,no,Dec 2019,Rock Music
R-N02767,Turn Better,H.E.R.,Say Use,80,235265.0,1,2019,r-n-b
R-N00226,Senior Drive,Beyonce,Perhaps Particular,56,215290.0,0,2022,r-n-b
R-N02292,Officer Bed,H.E.R.,Blue Stay,60,178401.0,1,Jul 2016,r&b
ELE00058,Pattern Public,Aphex Twin,Return Particularly,42,209621.0,False,19/09/2018,ELECTRONIC
POP02384,Break Over,Ed Sheeran,Argue Physical,75,201683.0,0,,POP
POP01551,Ago Question,Harry Styles,Wish Pass,73,231842.0,1,04-08-2017,
ROC00486,Including Itself,The Killers,Before Budget,60,259283.0,False,31/10/2018,Rock Music
HIP02837,Subject Across,Drake,Beyond After,79,193029.0,1,2018-06-05,HIP-HOP
ROC02118,Family Without,Imagine Dragons,Feel Raise,60,183736.0,no,2020-10-13,rock
R-N02135,Easy High,The Weeknd,Day Everything,70,185034.0,True,,r&b
R-N00351,Anything Rich,,,64,244407.0,1,08-15-2016,r-n-b
ROC00006,Strategy Reveal,Arctic Monkeys,Talk While,60,174536.0,explicit,Jan 2021,
POP00240,Expert Yourself,Olivia Rodrigo,Check Offer,69,999999999.0,no,May 2023,POP
POP02929,Policy Article,Harry Styles,Now Painting,,194635.0,0,,POP
HIP02224,Onto Way,J. Cole,Five Work,89,171545.0,0,2023-03-25,hip-hop
ROC02766,Smile Night,Radiohead,End Culture,70,183682.0,1,,ROCK
ROC01887,Say Attention,Foo Fighters,Debate Candidate,50,231111.0,,2020-09-06,Rock Music
ELE01444,Kid Sound,Four Tet,Opportunity Task,59,170105.0,no,Oct 2019,electronic
ROC00194,Song Carry,Imagine Dragons,Kind Best,42,215584.0,False,,Rock Music
HIP01610,Measure Land,Kendrick Lamar,Range Skin,70,234100.0,,Mar 2023,hiphop
ELE00746,Feel Dog,Calvin Harris,Return Run,54,162200.0,,2018-11-15,electro
ELE02346,Identify Stuff,Four Tet,Three Agency,52,198947.0,True,2018-06-20,electro
ELE00124,Father Effort,Bicep,While Evidence,60,205532.0,0,07-17-2019,electronic
POP00656,Want Activity,Ariana Grande,,75,204109.0,False,01/08/2015,Pop
HIP02949,Goal Rise,Nicki Minaj,Great Ok,60,262221.0,,07/02/2024,hip-hop
HIP02506,Form Difference,Drake,Prepare New,62,205748.0,,2019-11-25,hiphop
ROC00410,Next Action,Imagine Dragons,Look Anyone,65,151298.0,False,Dec 2024,Rock Music
ROC01825,Team Pick,Imagine Dragons,Feel Yes,71,254167.0,True,2024-04-28,Rock Music
R-N01077,Enter Simply,Jhene Aiko,,79,255113.0,,Oct 2015,r&b
HIP01037,Alone According,Post Malone,Wide Rise,68,195490.0,1,2021,hip-hop
POP02936,Season Hundred,Ariana Grande,Operation Its,70,191072.0,explicit,2015-04-15,pop
ROC02007,Stop Quality,Linkin Park,Who Certain,73,166442.0,clean,11-04-2018,
ROC02475,Campaign Region,,American Find,58,265609.0,False,08-13-2024,ROCK
POP02356,Of Choose,Ed Sheeran,Discover Small,72,208254.0,True,,pop
R-N02429,Land Church,Beyonce,Control Teach,73,171095.0,False,2020,r-n-b
R-N00499,Democrat Gas,SZA,Model From,58,193899.0,1,2021-07-30,rnb
R-N00012,,Ella Mai,Section Everyone,61,244826.0,False,2023,rnb
ELE02012,Much Throw,Bicep,Technology Same,53,229903.0,,07-22-2021,EDM
ROC02073,Difficult Certainly,Coldplay,Together Meet,56,185000.0,yes,03/11/2020,Rock Music
ELE02330,During Guess,Calvin Harris,Know Difference,57,257358.0,0,11-10-2017,EDM
ROC02592,Argue Open,The Killers,,77,153781.0,clean,,rock
ELE02572,Your Minute,Bicep,Generation Memory,51,,,2016,electro
HIP01278,Campaign Before,Nicki Minaj,Seat Market,69,212930.0,0,01/05/2016,hip-hop
HIP01221,West Practice,Drake,End Seat,75,157310.0,clean,09/05/2023,Hip-Hop
HIP00733,Eat Treat,Drake,News Provide,70,264926.0,False,06-12-2021,Hip-Hop
R-N01385,Several Us,SZA,A Moment,67,178453.0,0,03-17-2017,rnb
ELE00624,Place Discover,Aphex Twin,Mission Matter,44,184387.0,False,,ELECTRONIC
POP02444,Four Share,Ed Sheeran,Whole Lay,71,174162.0,0,07-05-2020,pop music
ROC00883,,Coldplay,,61,167446.0,True,2021,ROCK
HIP02760,Message Different,Nicki Minaj,Small Those,70,230242.0,,,hip hop
ROC01289,Able Explain,Radiohead,Them Record,62,192157.0,1,2021-08-07,Rock
POP01977,Contain Administration,Harry Styles,Rate Many,81,170280.0,clean,27/09/2023,Pop
POP02977,Debate Or,Ariana Grande,Impact If,,190678.0,,12-12-2016,pop music
ELE02889,Whole So,Aphex Twin,In Section,49,243964.0,explicit,02-17-2017,EDM
ELE00933,Start Within,Four Tet,Civil Of,48,193250.0,no,2019,Electronic
HIP00353,Manage Write,J. Cole,Happen Population,70,252490.0,,2021,hip hop
ROC00732,To Drug,Coldplay,Military Arrive,-1,0.0,,06-14-2021,Rock
ROC01971,Seem East,The Killers,Training May,67,225014.0,0,2022,Rock Music
HIP01573,Treatment Democratic,J. Cole,Possible Under,66,164696.0,1,2015-03-15,hiphop
POP01388,Modern Card,Ariana Grande,Letter Health,75,186673.0,False,Feb 2018,Pop
HIP01494,Operation Tend,Travis Scott,Trouble Sign,75,152252.0,yes,2024-03-09,Hip-Hop
ROC02134,Leg Friend,Foo Fighters,Sister Ahead,51,171318.0,False,Jun 2015,rock
POP01014,Door Gun,Harry Styles,Expect Here,86,235966.0,1,2016,
HIP00610,Hundred Person,,Very Go,70,256325.0,,2024-07-03,Hip-Hop
R-N00844,,H.E.R.,Before Contain,81,244272.0,yes,2018,RNB
HIP02488,Conference Article,Travis Scott,Bad Media,65,151561.0,,,hiphop
POP01374,Talk Physical,Taylor Swift,Data Ever,84,255817.0,False,Jan 2022,
POP00112,Free Claim,Billie Eilish,Statement Fly,75,183550.0,clean,05/11/2015,pop music
ROC02327,Reflect Once,Imagine Dragons,Travel Class,60,240777.0,True,2016-07-03,ROCK
ROC00900,Blood Music,Arctic Monkeys,Physical Life,69,160395.0,,,
ELE01114,Him Various,Four Tet,Of Culture,52,154772.0,False,Jun 2019,ELECTRONIC
POP00225,Factor Fight,Billie Eilish,Fact Bring,82,220465.0,,Aug 2023,
